"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61"
"241","Solo el fin de semana","5","12.8","0","NaN","0","NaN","5","12.8","0","NaN","0","NaN","4","44.4","1","3.3","0","NaN","1","7.7","1","11.1","0","0","3","50","0","0","0","NaN","1","20","1","14.3","2","12.5","1","9.1","0","0","1","10","0","0","3","33.3","1","25","0","0","4","12.1","0","0","1","100","0","NaN","0","NaN"
"242","Una vez por  semana","4","10.3","0","NaN","0","NaN","4","10.3","0","NaN","0","NaN","1","11.1","3","10","0","NaN","2","15.4","1","11.1","0","0","0","0","1","33.3","0","NaN","1","20","0","0","1","6.2","2","18.2","2","33.3","1","10","0","0","0","0","1","25","0","0","4","12.1","0","0","0","0","0","NaN","0","NaN"
"243","Dos  veces por semana","5","12.8","0","NaN","0","NaN","5","12.8","0","NaN","0","NaN","1","11.1","4","13.3","0","NaN","2","15.4","2","22.2","1","12.5","0","0","0","0","0","NaN","0","0","1","14.3","2","12.5","2","18.2","4","66.7","0","0","1","100","0","0","0","0","0","0","2","6.1","3","60","0","0","0","NaN","0","NaN"
"244","Tres veces por semana","5","12.8","0","NaN","0","NaN","5","12.8","0","NaN","0","NaN","0","0","5","16.7","0","NaN","2","15.4","1","11.1","1","12.5","1","16.7","0","0","0","NaN","0","0","2","28.6","2","12.5","1","9.1","0","0","1","10","0","0","0","0","2","50","2","22.2","5","15.2","0","0","0","0","0","NaN","0","NaN"
"245","Una vez al mes","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN"
"246","Casi nunca","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN"
"247","Otro","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN"
"248","Total","39","100","0","NaN","0","NaN","39","100","0","NaN","0","NaN","9","100","30","100","0","NaN","13","100","9","100","8","100","6","100","3","100","0","NaN","5","100","7","100","16","100","11","100","6","100","10","100","1","100","9","100","4","100","9","100","33","100","5","100","1","100","0","NaN","0","NaN"
"249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"250","P16PrestarQuienAmbosAutosf2","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"251","Diario","6","31.6","0","NaN","0","NaN","6","31.6","0","NaN","0","NaN","3","42.9","3","25","0","NaN","0","0","2","40","2","33.3","2","50","0","0","0","NaN","3","27.3","2","66.7","0","0","1","25","0","0","1","25","2","50","3","60","0","0","0","NaN","2","50","0","NaN","0","NaN","4","26.7","0","NaN"
"252","Todos los días entre semana","4","21.1","0","NaN","0","NaN","4","21.1","0","NaN","0","NaN","0","0","4","33.3","0","NaN","0","0","2","40","0","0","1","25","1","50","0","NaN","2","18.2","0","0","1","100","1","25","1","33.3","1","25","1","25","1","20","0","0","0","NaN","1","25","0","NaN","0","NaN","3","20","0","NaN"
"253","Solo el fin de semana","1","5.3","0","NaN","0","NaN","1","5.3","0","NaN","0","NaN","1","14.3","0","0","0","NaN","0","0","0","0","0","0","0","0","1","50","0","NaN","1","9.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","33.3","0","NaN","0","0","0","NaN","0","NaN","1","6.7","0","NaN"
"254","Una vez por  semana","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN"
"255","Dos  veces por semana","2","10.5","0","NaN","0","NaN","2","10.5","0","NaN","0","NaN","0","0","2","16.7","0","NaN","1","50","0","0","1","16.7","0","0","0","0","0","NaN","1","9.1","0","0","0","0","1","25","1","33.3","1","25","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","2","13.3","0","NaN"
"256","Tres veces por semana","2","10.5","0","NaN","0","NaN","2","10.5","0","NaN","0","NaN","1","14.3","1","8.3","0","NaN","0","0","0","0","1","16.7","1","25","0","0","0","NaN","1","9.1","1","33.3","0","0","0","0","1","33.3","0","0","0","0","1","20","0","0","0","NaN","0","0","0","NaN","0","NaN","2","13.3","0","NaN"
"257","Una vez al mes","2","10.5","0","NaN","0","NaN","2","10.5","0","NaN","0","NaN","1","14.3","1","8.3","0","NaN","1","50","0","0","1","16.7","0","0","0","0","0","NaN","2","18.2","0","0","0","0","0","0","0","0","0","0","1","25","0","0","1","33.3","0","NaN","0","0","0","NaN","0","NaN","2","13.3","0","NaN"
"258","Casi nunca","1","5.3","0","NaN","0","NaN","1","5.3","0","NaN","0","NaN","0","0","1","8.3","0","NaN","0","0","0","0","1","16.7","0","0","0","0","0","NaN","0","0","0","0","0","0","1","25","0","0","1","25","0","0","0","0","0","0","0","NaN","1","25","0","NaN","0","NaN","0","0","0","NaN"
"259","Otro","1","5.3","0","NaN","0","NaN","1","5.3","0","NaN","0","NaN","1","14.3","0","0","0","NaN","0","0","1","20","0","0","0","0","0","0","0","NaN","1","9.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","33.3","0","NaN","0","0","0","NaN","0","NaN","1","6.7","0","NaN"
"260","Total","19","100","0","NaN","0","NaN","19","100","0","NaN","0","NaN","7","100","12","100","0","NaN","2","100","5","100","6","100","4","100","2","100","0","NaN","11","100","3","100","1","100","4","100","3","100","4","100","4","100","5","100","3","100","0","NaN","4","100","0","NaN","0","NaN","15","100","0","NaN"
"261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"262","P16PrestarQuienAmbosAutosf3","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"263","Diario","2","33.3","0","NaN","0","NaN","2","33.3","0","NaN","0","NaN","0","0","2","50","0","NaN","1","100","0","0","1","25","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","1","20","0","0","0","0","0","NaN","2","50","0","NaN","0","NaN","2","100","0","NaN","0","0","0","NaN","0","NaN"
"264","Todos los días entre semana","2","33.3","0","NaN","0","NaN","2","33.3","0","NaN","0","NaN","1","50","1","25","0","NaN","0","0","0","0","2","50","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","2","40","0","0","1","100","0","NaN","1","25","0","NaN","0","NaN","0","0","0","NaN","2","50","0","NaN","0","NaN"
"265","Solo el fin de semana","2","33.3","0","NaN","0","NaN","2","33.3","0","NaN","0","NaN","1","50","1","25","0","NaN","0","0","1","100","1","25","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","2","40","1","100","0","0","0","NaN","1","25","0","NaN","0","NaN","0","0","0","NaN","2","50","0","NaN","0","NaN"
"266","Una vez por  semana","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN"
"267","Dos  veces por semana","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN"
"268","Tres veces por semana","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN"
"269","Una vez al mes","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN"
"270","Casi nunca","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN"
"271","Otro","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN"
"272","Total","6","100","0","NaN","0","NaN","6","100","0","NaN","0","NaN","2","100","4","100","0","NaN","1","100","1","100","4","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","5","100","1","100","1","100","0","NaN","4","100","0","NaN","0","NaN","2","100","0","NaN","4","100","0","NaN","0","NaN"
"273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"274","P16PrestarQuienAmbosAutosf4","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"275","Diario","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"276","Todos los días entre semana","1","12.5","0","NaN","0","NaN","1","12.5","0","NaN","0","NaN","0","0","1","20","0","NaN","0","0","1","33.3","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","1","33.3","0","0","1","50","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","1","20","0","NaN"
"277","Solo el fin de semana","1","12.5","0","NaN","0","NaN","1","12.5","0","NaN","0","NaN","1","33.3","0","0","0","NaN","0","0","1","33.3","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","1","33.3","0","0","0","0","0","NaN","0","0","0","0","0","NaN","1","50","0","NaN","1","100","0","0","0","0","0","NaN"
"278","Una vez por  semana","1","12.5","0","NaN","0","NaN","1","12.5","0","NaN","0","NaN","0","0","1","20","0","NaN","1","50","0","0","0","0","0","0","0","NaN","0","NaN","1","25","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","1","50","0","NaN","0","0","1","50","0","0","0","NaN"
"279","Dos  veces por semana","1","12.5","0","NaN","0","NaN","1","12.5","0","NaN","0","NaN","0","0","1","20","0","NaN","0","0","0","0","1","50","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","1","100","0","0","0","NaN","0","0","1","33.3","0","NaN","0","0","0","NaN","0","0","1","50","0","0","0","NaN"
"280","Tres veces por semana","2","25","0","NaN","0","NaN","2","25","0","NaN","0","NaN","1","33.3","1","20","0","NaN","0","0","1","33.3","0","0","1","100","0","NaN","0","NaN","1","25","0","NaN","1","33.3","0","0","1","50","0","NaN","0","0","1","33.3","0","NaN","0","0","0","NaN","0","0","0","0","2","40","0","NaN"
"281","Una vez al mes","1","12.5","0","NaN","0","NaN","1","12.5","0","NaN","0","NaN","0","0","1","20","0","NaN","1","50","0","0","0","0","0","0","0","NaN","0","NaN","1","25","0","NaN","0","0","0","0","0","0","0","NaN","1","100","0","0","0","NaN","0","0","0","NaN","0","0","0","0","1","20","0","NaN"
"282","Casi nunca","1","12.5","0","NaN","0","NaN","1","12.5","0","NaN","0","NaN","1","33.3","0","0","0","NaN","0","0","0","0","1","50","0","0","0","NaN","0","NaN","1","25","0","NaN","0","0","0","0","0","0","0","NaN","0","0","1","33.3","0","NaN","0","0","0","NaN","0","0","0","0","1","20","0","NaN"
"283","Otro","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN"
"284","Total","8","100","0","NaN","0","NaN","8","100","0","NaN","0","NaN","3","100","5","100","0","NaN","2","100","3","100","2","100","1","100","0","NaN","0","NaN","4","100","0","NaN","3","100","1","100","2","100","0","NaN","1","100","3","100","0","NaN","2","100","0","NaN","1","100","2","100","5","100","0","NaN"
"285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"286","AP16AmbosPrestarQuienAutosRazon1","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"287","P16_D_AMBOS_ESPOSAESPOSO_Por_el__hoy_no_circula","2","5.1","0","NaN","0","NaN","2","5.1","0","NaN","0","NaN","0","0","2","6.7","0","NaN","1","7.7","0","0","1","12.5","0","0","0","0","0","NaN","0","0","0","0","1","6.2","1","9.1","2","33.3","0","0","0","0","0","0","0","0","0","0","2","6.1","0","0","0","0","0","NaN","0","NaN"
"288","P16_D_AMBOS_ESPOSAESPOSO_Para_llevar_los_hijos_escuela","16","41","0","NaN","0","NaN","16","41","0","NaN","0","NaN","0","0","16","53.3","0","NaN","6","46.2","4","44.4","5","62.5","1","16.7","0","0","0","NaN","0","0","3","42.9","9","56.2","4","36.4","1","16.7","3","30","0","0","3","33.3","2","50","7","77.8","16","48.5","0","0","0","0","0","NaN","0","NaN"
"289","P16_D_AMBOS_ESPOSAESPOSO_Para_ir_al_Doctor__Dentista__t","6","15.4","0","NaN","0","NaN","6","15.4","0","NaN","0","NaN","0","0","6","20","0","NaN","3","23.1","2","22.2","1","12.5","0","0","0","0","0","NaN","0","0","2","28.6","2","12.5","2","18.2","1","16.7","1","10","0","0","1","11.1","0","0","3","33.3","5","15.2","1","20","0","0","0","NaN","0","NaN"
"290","P16_D_AMBOS_ESPOSAESPOSO_Para_llevar___transportar_cosa","13","33.3","0","NaN","0","NaN","13","33.3","0","NaN","0","NaN","6","66.7","7","23.3","0","NaN","3","23.1","3","33.3","3","37.5","4","66.7","0","0","0","NaN","3","60","5","71.4","3","18.8","2","18.2","1","16.7","1","10","0","0","3","33.3","4","100","4","44.4","11","33.3","1","20","1","100","0","NaN","0","NaN"
"291","P16_D_AMBOS_ESPOSAESPOSO_Para_salir_de_paseo___cine","4","10.3","0","NaN","0","NaN","4","10.3","0","NaN","0","NaN","1","11.1","3","10","0","NaN","3","23.1","1","11.1","0","0","0","0","0","0","0","NaN","0","0","1","14.3","2","12.5","1","9.1","1","16.7","1","10","0","0","1","11.1","0","0","1","11.1","3","9.1","1","20","0","0","0","NaN","0","NaN"
"292","P16_D_AMBOS_ESPOSAESPOSO_Para_salir_de_vacaciones","1","2.6","0","NaN","0","NaN","1","2.6","0","NaN","0","NaN","0","0","1","3.3","0","NaN","1","7.7","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","1","6.2","0","0","0","0","0","0","0","0","1","11.1","0","0","0","0","1","3","0","0","0","0","0","NaN","0","NaN"
"293","P16_D_AMBOS_ESPOSAESPOSO_Para_ir_a_trabajar","11","28.2","0","NaN","0","NaN","11","28.2","0","NaN","0","NaN","3","33.3","8","26.7","0","NaN","6","46.2","1","11.1","1","12.5","1","16.7","2","66.7","0","NaN","2","40","1","14.3","6","37.5","2","18.2","1","16.7","4","40","1","100","2","22.2","0","0","3","33.3","9","27.3","2","40","0","0","0","NaN","0","NaN"
"294","P16_D_AMBOS_ESPOSAESPOSO_Para_salir_de_fiesta","3","7.7","0","NaN","0","NaN","3","7.7","0","NaN","0","NaN","0","0","3","10","0","NaN","1","7.7","1","11.1","0","0","0","0","1","33.3","0","NaN","0","0","1","14.3","1","6.2","1","9.1","0","0","1","10","0","0","1","11.1","0","0","1","11.1","3","9.1","0","0","0","0","0","NaN","0","NaN"
"295","P16_D_AMBOS_ESPOSAESPOSO_Para_ir_al_s_per___compras","17","43.6","0","NaN","0","NaN","17","43.6","0","NaN","0","NaN","2","22.2","15","50","0","NaN","7","53.8","5","55.6","4","50","1","16.7","0","0","0","NaN","1","20","3","42.9","8","50","5","45.5","3","50","3","30","0","0","4","44.4","2","50","5","55.6","15","45.5","2","40","0","0","0","NaN","0","NaN"
"296","P16_D_AMBOS_ESPOSAESPOSO_Para_ir_al_banco","6","15.4","0","NaN","0","NaN","6","15.4","0","NaN","0","NaN","1","11.1","5","16.7","0","NaN","2","15.4","3","33.3","0","0","1","16.7","0","0","0","NaN","0","0","1","14.3","3","18.8","2","18.2","1","16.7","0","0","0","0","3","33.3","1","25","1","11.1","4","12.1","1","20","1","100","0","NaN","0","NaN"
